rating,date,comment
4.5,09/09/2020,This is an exceptional animated film that handles ideas like racial bias and stereotyping in a way that teaches moral lessons accessible to all members of a family for every generation from children to parents to grandparents regardless of their level of life experience.
5,09/09/2020,"A powerful film that can serve as a great introduction to a complicated little thing called ""real life"" to kids."
3.5,09/06/2020,"I like 'Zootopia', it's much better than I had anticipated. First off, the animation is superb - as we expect from Disney of course, but that doesn't change the fact. Ginnifer Goodwin (Judy) leads the cast very well, while Jason Bateman gives the most memorable performance as Nick. Idris Elba and Jenny Slate (not Edie Falco or Constance Shulman, as I initially guessed... just me? Probably) are good too. The premise is actually my favourite part of this film. I'm not saying it's anything revolutionary, but it actually feels fresh throughout - I enjoyed seeing it play out, it's paced perfectly. There's a nice 'Breaking Bad' reference in there, too. An entertaining 2016 animated film, one that also has a positive message. Recommended."
5,09/02/2020,Una de las mejores películas de Disney de los últimos años.
5,09/01/2020,"This is one of my favorite animated films of the last 10 years, and for so many reasons! It feels fresh and different story wise, and there are plenty of excellent characters. Jason Bateman's star shines brightly with some solid voice acting, but does not overwhelm a sky full of memorable characters. Judy Hopps, played by Ginnifer Goodwin is wonderful and perfect, and also my new crush. She is sweet and naive, but grows exponentially as she attempts to overcome her perceived limitations as a police officer who is small in stature, but with enough resourcefulness and heart to overcome any situation. Zootopia is infinitely rewatchable, and I plan to keep this on standby for those rainy days when I don't need to think, but I just need to laugh and have fun."
5,08/13/2020,Zootopia manages to be a critic of society with a lot of fun and a great universe.
5,08/07/2020,"Zootopia is one of my favorite animated movie and it has some comedy in it but lots of heartwarming drama made by Pixar with animals. Bonnie Hunt, Jason Bateman, Ginifer Goodwin, Shakira, Jenny Slate, Kristen Bell, John DiMaggio and J.K Simmons.10/10"
5,08/03/2020,"A visually stunning, brilliantly animated and thoughtful Disney animation that deals with heavy themes like racism and political bigotry, has endearing characters and a thought-provoking, emotional, intelligent and entertaining narrative."
5,08/01/2020,Zootopia is the greatest Oscar-Winning Disney animated feature film I ever loved.
5,07/28/2020,Heat movie. Fun for all of us!
5,07/24/2020,"One of the best animated films of the past decade. The animation is beautiful, the voice acting is great, the creativity is off the charts, and the message is needed."
4,07/12/2020,"this movie is full of real world experiences in the form of children's animation. i think everyone can relate to a character in this movie. the one big problem i have with the movie is the villain. she seems very underdeveloped. and although it was unexpected, i personally think it was because she didn't have any villainous qualities until it was revealed. she is very similar to hans from frozen and in that they don't seem at all like villains until they are revealed as ones. i think if they would've developed her more this movie could've been very memorable and extraordinary, but personally it fell a little short."
4.5,07/10/2020,"Zootopia is a fun buddy-cop movie that's filled to the brim with sharp comedy and imaginative worldbuilding. On top of the gorgeous animation, it's impressive with how they were able to design a city that accommodated the different sizes and biome preferences of its diverse mammalian residents. You can tell they put a lot of time, research, add passion into this aspect of the movie. And that's just the icing on the cake. The characters are very likeable and share great chemistry thanks to the film's stellar cast and screenwriting. Jason Bateman as the fast-talking fox con-artist Nick Wilde stole the show for me with his snarky comedic timing and unexpected emotional resonance that's peeled away like an onion as the movie goes on. The movie takes n interesting approach with its heavy and relevant themes of racial prejudice. Unfortunately the themes can get muddled its symbolism with some potentially unfortunate implications when it comes to the allegories of predators/prey with real life race relations. However, I still respect the filmmakers' intentions of weaving this relevant subject matter into the narrative of an already imaginatively entertaining and charming animated family film."
5,06/27/2020,"Amazing PG movie, but really not the single feel-good movie you'd want to see. It tackles ferociously complex issues of addiction and racism, but still manages its Disney-esque. The animation is in high quality, and every parody of real-world stuff [from Let It Goat to Pig Hero 6] is really cute. The movie can be a little disturbing for preschoolers and kids which are 7-8 years, but the film is a really great family flick, in reality. The visual appeal is high, for that case. One for all, the film is obvious charm in a film."
5,06/27/2020,My kids love this movie!
5,06/26/2020,"fantastic, the best movie of the year 2016"
5,06/24/2020,"Love this movie, it’s very funny"
5,06/23/2020,"Genius, full of depth, for both children and adults."
2.5,06/12/2020,The animation was good. A good mystery. It seemed to focus to much on stereotypes.
5,06/11/2020,"The really important movies are timeless. This is certainly the case with Zootopia. Great story, particular focus on character development, beautifully animated and well-constructed world, and a brilliant message to all children and adults."
